id_text,id_word,Text,Cosine_similarity
UntN TZ 12,UntN_TZ_12_00011,hu-us-si-ip-me,0.5148
UntN TZ 12,UntN_TZ_12_00012,ku-ši-ih,0.5528
UntN TZ 12,UntN_TZ_12_00013,(d)ši-mut,0.3232
UntN TZ 12,UntN_TZ_12_00014,a-ak,0.5694
UntN TZ 12,UntN_TZ_12_00015,(d)nin-a-li,0.2688
UntN TZ 12,UntN_TZ_12_00016,in,0.5704
UntN TZ 12,UntN_TZ_12_00017,du-ni-ih,0.4579
UntN TZ 13,UntN_TZ_13_00001,u2,0.4736
UntN TZ 13,UntN_TZ_13_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 13,UntN_TZ_13_00003,ša-ak,0.292
UntN TZ 13,UntN_TZ_13_00004,(md)hu-um-ban-nu-me-na-gi,0.2534
UntN TZ 13,UntN_TZ_13_00005,zu-un-ki-ik,0.3275
UntN TZ 13,UntN_TZ_13_00006,an-za-an,0.4171
UntN TZ 13,UntN_TZ_13_00007,šu-šu-un-ka,0.4929
UntN TZ 13,UntN_TZ_13_00008,si-ir-ha-al-te,0.2796
UntN TZ 13,UntN_TZ_13_00009,u2-pa-at,0.5415
UntN TZ 13,UntN_TZ_13_00010,hu-us-si-ip-me,0.5148
UntN TZ 13,UntN_TZ_13_00011,ku-ši-ih,0.5528
UntN TZ 13,UntN_TZ_13_00012,(d)na-ap-ra-te-ip,0.2584
UntN TZ 13,UntN_TZ_13_00013,nu-ul-ki-ip-pi,0.2873
UntN TZ 13,UntN_TZ_13_00014,in,0.5704
UntN TZ 13,UntN_TZ_13_00015,du-ni-ih,0.4579
UntN TZ 13a,UntN_TZ_13a_00001,u2,0.4736
UntN TZ 13a,UntN_TZ_13a_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 13a,UntN_TZ_13a_00003,ša-ak,0.292
UntN TZ 13a,UntN_TZ_13a_00004,(md)hu-um-ban-nu-me-na-gi,0.2534
UntN TZ 13a,UntN_TZ_13a_00005,zu-un-ki-ik,0.3275
UntN TZ 13a,UntN_TZ_13a_00006,an-za-an,0.4171
UntN TZ 13a,UntN_TZ_13a_00007,šu-šu-un-ka,0.4929
UntN TZ 13a,UntN_TZ_13a_00008,si-ia-an,0.4844
UntN TZ 13a,UntN_TZ_13a_00009,(d)pi-ni-gir3-me,0.237
UntN TZ 13a,UntN_TZ_13a_00010,u2-pa-at,0.5415
UntN TZ 13a,UntN_TZ_13a_00011,hu-us-si-ip-me,0.5148
UntN TZ 13a,UntN_TZ_13a_00012,ku-ši-ih,0.5528
UntN TZ 13a,UntN_TZ_13a_00013,(d)pi-ni-gìr,0.3326
UntN TZ 13a,UntN_TZ_13a_00014,la-an-si-ti-ir,0.2505
UntN TZ 13a,UntN_TZ_13a_00015,a-ha-ar,0.4474
UntN TZ 13a,UntN_TZ_13a_00016,mu-ur-tah,0.4399
UntN TZ 13a,UntN_TZ_13a_00017,hu-ut-tak-ha-li-ik,0.4346
UntN TZ 13a,UntN_TZ_13a_00018,u2-me,0.5898
UntN TZ 13a,UntN_TZ_13a_00019,(d)pi-ni-gir3,0.2507
UntN TZ 13a,UntN_TZ_13a_00020,si-ia-an-ku-uk-ra,0.5192
UntN TZ 13a,UntN_TZ_13a_00021,li-na,0.3652
UntN TZ 13a,UntN_TZ_13a_00022,te-la-ak-ni,0.3094
UntN TZ 14,UntN_TZ_14_00001,u2,0.4736
UntN TZ 14,UntN_TZ_14_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 14,UntN_TZ_14_00003,ša-ak,0.292
UntN TZ 14,UntN_TZ_14_00004,(md)hu-um-ban-nu-me-na-gi,0.2534
UntN TZ 14,UntN_TZ_14_00005,zu-un-ki-ik,0.3275
UntN TZ 14,UntN_TZ_14_00006,an-za-an,0.4171
UntN TZ 14,UntN_TZ_14_00007,šu-šu-un-ka,0.4929
UntN TZ 14,UntN_TZ_14_00008,si-ia-an,0.4844
UntN TZ 14,UntN_TZ_14_00009,hu-ni-in,0.231
UntN TZ 14,UntN_TZ_14_00010,u2-pa-at,0.5415
UntN TZ 14,UntN_TZ_14_00011,hu-us-si-ip-me,0.5148
UntN TZ 14,UntN_TZ_14_00012,ku-ši-ih,0.5528
UntN TZ 14,UntN_TZ_14_00013,(d)hi-iš-mi-ti-ik,0.2902
UntN TZ 14,UntN_TZ_14_00014,a-ak,0.5694
UntN TZ 14,UntN_TZ_14_00015,(d)ru-hu-ra-te-ir,0.2741
UntN TZ 14,UntN_TZ_14_00016,in,0.5704
UntN TZ 14,UntN_TZ_14_00017,du-ni-ih,0.4579
UntN TZ 15,UntN_TZ_15_00001,u3,0.2484
UntN TZ 15,UntN_TZ_15_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 15,UntN_TZ_15_00003,ša-ak,0.292
UntN TZ 15,UntN_TZ_15_00004,(d)hu-ban-um-me-en-na-ki,0.2983
UntN TZ 15,UntN_TZ_15_00005,zu-un-ki-ik,0.3275
UntN TZ 15,UntN_TZ_15_00006,an-za-an,0.4171
UntN TZ 15,UntN_TZ_15_00007,šu-šu-un-ka,0.4929
UntN TZ 15,UntN_TZ_15_00008,tu4-uš,0.2741
UntN TZ 15,UntN_TZ_15_00009,pi-it-te-ka,0.2789
UntN TZ 15,UntN_TZ_15_00010,ap-pa,0.3538
UntN TZ 15,UntN_TZ_15_00011,su-un-ki-ip,0.3168
UntN TZ 15,UntN_TZ_15_00012,u2-ri-pu-pi,0.4171
UntN TZ 15,UntN_TZ_15_00013,im-me,0.4216
UntN TZ 15,UntN_TZ_15_00014,hu-ut-tah-ša,0.331
UntN TZ 15,UntN_TZ_15_00015,a-gi,0.5235
UntN TZ 15,UntN_TZ_15_00016,me-en-pu,0.2921
UntN TZ 15,UntN_TZ_15_00017,ap-pa,0.3538
UntN TZ 15,UntN_TZ_15_00018,im-me,0.4216
UntN TZ 15,UntN_TZ_15_00019,ku-ši-ih-ša,0.276
UntN TZ 15,UntN_TZ_15_00020,u2,0.4736
UntN TZ 15,UntN_TZ_15_00021,ku-ši-ih,0.5528
UntN TZ 15,UntN_TZ_15_00022,hu,0.2494
UntN TZ 15,UntN_TZ_15_00023,si-ia-ni-me,0.2804
UntN TZ 15,UntN_TZ_15_00024,ku-uk-ši-ih,0.264
UntN TZ 15,UntN_TZ_15_00025,hu-uh-ni-me,0.2818
UntN TZ 15,UntN_TZ_15_00026,hu-ul-pa-ah,0.3017
UntN TZ 15,UntN_TZ_15_00027,ku-du-ma,0.2846
UntN TZ 15,UntN_TZ_15_00028,a-ak,0.5694
UntN TZ 15,UntN_TZ_15_00029,pi-tu4-ma,0.2844
UntN TZ 15,UntN_TZ_15_00030,u2,0.4736
UntN TZ 15,UntN_TZ_15_00031,zig-ra-tu4-me,0.2742
UntN TZ 15,UntN_TZ_15_00032,ki-ik-ki-ti-ih,0.29
UntN TZ 15,UntN_TZ_15_00033,(d)in-šu-uš-na-ak,0.5347
UntN TZ 15,UntN_TZ_15_00034,te-ip-ti,0.3044
UntN TZ 15,UntN_TZ_15_00035,si-ia-an-ku-uk-ra,0.5192
UntN TZ 15,UntN_TZ_15_00036,in,0.5704
UntN TZ 15,UntN_TZ_15_00037,tu4-ni-ih,0.3922
UntN TZ 16,UntN_TZ_16_00001,u2,0.4736
UntN TZ 16,UntN_TZ_16_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 16,UntN_TZ_16_00003,ša-ak,0.292
UntN TZ 16,UntN_TZ_16_00004,(md)hu-um-ban-nu-me-na-gi,0.2534
UntN TZ 16,UntN_TZ_16_00005,su-un-ki-ik,0.4428
UntN TZ 16,UntN_TZ_16_00006,an-za-an,0.4171
UntN TZ 16,UntN_TZ_16_00007,šu-šu-un-ka,0.4929
UntN TZ 16,UntN_TZ_16_00008,ip-il-la-ti,0.2864
UntN TZ 16,UntN_TZ_16_00009,ku-ši-ih,0.5528
UntN TZ 16,UntN_TZ_16_00010,ta-ak-me,0.4232
UntN TZ 16,UntN_TZ_16_00011,u2-me,0.5898
UntN TZ 16,UntN_TZ_16_00012,tu4-ur,0.5381
UntN TZ 16,UntN_TZ_16_00013,hi-ih,0.4515
UntN TZ 16,UntN_TZ_16_00014,si-it-me,0.4945
UntN TZ 16,UntN_TZ_16_00015,u2-me,0.5898
UntN TZ 16,UntN_TZ_16_00016,az-ki-[it],0.2813
UntN TZ 16,UntN_TZ_16_00017,tu4-ur,0.5381
UntN TZ 16,UntN_TZ_16_00018,za-ah-ri,0.2445
UntN TZ 16,UntN_TZ_16_00019,hu-šu-ia,0.3785
UntN TZ 16,UntN_TZ_16_00020,in-gi,0.4831
UntN TZ 16,UntN_TZ_16_00021,hi-en-ka,0.5103
UntN TZ 16,UntN_TZ_16_00022,in-ti-ik-ka,0.3971
UntN TZ 16,UntN_TZ_16_00023,ia-ak,0.2882
UntN TZ 16,UntN_TZ_16_00024,[ip-il-la-ti],0.2969
UntN TZ 16,UntN_TZ_16_00025,ku-ši-ih,0.5528
UntN TZ 16,UntN_TZ_16_00026,(d)PA.TUG2,0.4015
UntN TZ 16,UntN_TZ_16_00027,si-ia-an-ku-uk-ra,0.5192
UntN TZ 16,UntN_TZ_16_00028,in,0.5704
UntN TZ 16,UntN_TZ_16_00029,du-ni-ih,0.4579
UntN TZ 16,UntN_TZ_16_00030,hu-ut-ta-ak-[ha-li-ik],0.2405
UntN TZ 16,UntN_TZ_16_00031,u2-me,0.5898
UntN TZ 16,UntN_TZ_16_00032,dingir-gal,0.5109
UntN TZ 16,UntN_TZ_16_00033,(d)in-šu-ši-na-ak,0.4237
UntN TZ 16,UntN_TZ_16_00034,a-ak,0.5694
UntN TZ 16,UntN_TZ_16_00035,(d)PA.TUG2,0.4015
UntN TZ 16,UntN_TZ_16_00036,si-ia-an-ku-uk-pa,0.3989
UntN TZ 16,UntN_TZ_16_00037,li-na,0.3652
UntN TZ 16,UntN_TZ_16_00038,te-la-ak-ni,0.3094
UntN TZ 17,UntN_TZ_17_00001,u2,0.4736
UntN TZ 17,UntN_TZ_17_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 17,UntN_TZ_17_00003,ša-ak,0.292
UntN TZ 17,UntN_TZ_17_00004,(d)hu-ban-nu-me-na-ki,0.2649
UntN TZ 17,UntN_TZ_17_00005,su-un-ki-ik,0.4428
UntN TZ 17,UntN_TZ_17_00006,an-za-an,0.4171
UntN TZ 17,UntN_TZ_17_00007,šu-šu-un-ka,0.4929
UntN TZ 17,UntN_TZ_17_00008,ta-ak-me,0.4232
UntN TZ 17,UntN_TZ_17_00009,u2-me,0.5898
UntN TZ 17,UntN_TZ_17_00010,tu4-ur,0.5381
UntN TZ 17,UntN_TZ_17_00011,hi-ih,0.4515
UntN TZ 17,UntN_TZ_17_00012,si-it-me,0.4945
UntN TZ 17,UntN_TZ_17_00013,u2-me,0.5898
UntN TZ 17,UntN_TZ_17_00014,šu-ul-lu-me-ga,0.268
UntN TZ 17,UntN_TZ_17_00015,az-ki-it,0.4502
UntN TZ 17,UntN_TZ_17_00016,tu4-ur,0.5381
UntN TZ 17,UntN_TZ_17_00017,sah-ri,0.4262
UntN TZ 17,UntN_TZ_17_00018,hu-šu-ia,0.3785
UntN TZ 17,UntN_TZ_17_00019,in-gi,0.4831
UntN TZ 17,UntN_TZ_17_00020,hi-en-ga,0.4485
UntN TZ 17,UntN_TZ_17_00021,in-di-ig-ga,0.3368
UntN TZ 17,UntN_TZ_17_00022,a-gi,0.5235
UntN TZ 17,UntN_TZ_17_00023,tuš,0.2417
UntN TZ 17,UntN_TZ_17_00024,10,0.3063
UntN TZ 17,UntN_TZ_17_00025,kuš3,0.2828
UntN TZ 17,UntN_TZ_17_00026,ku-ši-ih,0.5528
UntN TZ 17,UntN_TZ_17_00027,(d)PA.TUG2,0.4015
UntN TZ 17,UntN_TZ_17_00028,si-a-an-ku-uk-ra,0.4444
UntN TZ 17,UntN_TZ_17_00029,in,0.5704
UntN TZ 17,UntN_TZ_17_00030,tu4-ni-ih,0.3922
UntN TZ 17,UntN_TZ_17_00031,hu-ut-tak-ha-li-ik,0.4346
UntN TZ 17,UntN_TZ_17_00032,u2-me,0.5898
UntN TZ 17,UntN_TZ_17_00033,(d)PA.TUG2,0.4015
UntN TZ 17,UntN_TZ_17_00034,ul-li-na,0.3769
UntN TZ 17,UntN_TZ_17_00035,te-la-ak-ni,0.3094
UntN TZ 18,UntN_TZ_18_00001,u2,0.4736
UntN TZ 18,UntN_TZ_18_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 18,UntN_TZ_18_00003,ša-ak,0.292
UntN TZ 18,UntN_TZ_18_00004,(d)[hu]-um-ban-nu-me-na-gi,0.2656
UntN TZ 18,UntN_TZ_18_00005,su-un-ki-ik,0.4428
UntN TZ 18,UntN_TZ_18_00006,an-za-an,0.4171
UntN TZ 18,UntN_TZ_18_00007,šu-šu-un-ka,0.4929
UntN TZ 18,UntN_TZ_18_00008,pi-el,0.3435
UntN TZ 18,UntN_TZ_18_00009,ki-it-ti-im-ma,0.4202
UntN TZ 18,UntN_TZ_18_00010,na-a,0.3053
UntN TZ 18,UntN_TZ_18_00011,me-lu-uk-ra,0.3607
UntN TZ 18,UntN_TZ_18_00012,su-un-ki-me,0.3995
UntN TZ 18,UntN_TZ_18_00013,tu4-ur,0.5381
UntN TZ 18,UntN_TZ_18_00014,hi-ih,0.4515
UntN TZ 18,UntN_TZ_18_00015,si-it-me,0.4945
UntN TZ 18,UntN_TZ_18_00016,hi-en-ka,0.5103
UntN TZ 18,UntN_TZ_18_00017,[in-ti]-ik-ka,0.2558
UntN TZ 18,UntN_TZ_18_00018,[a]-gi,0.2509
UntN TZ 18,UntN_TZ_18_00019,si-ia-an,0.4844
UntN TZ 18,UntN_TZ_18_00020,(d)ki-ri-ri-ša-me,0.2988
UntN TZ 18,UntN_TZ_18_00021,ki-iš-tu4-um-ma,0.2732
UntN TZ 18,UntN_TZ_18_00022,[ku-ši-ih],0.2708
UntN TZ 18,UntN_TZ_18_00023,(d)ki-{ri-ri}-ša,0.3037
UntN TZ 18,UntN_TZ_18_00024,du-ni-ih,0.4579
UntN TZ 18,UntN_TZ_18_00025,hu-ut-tak-ha-li-ik,0.4346
UntN TZ 18,UntN_TZ_18_00026,u2-me,0.5898
UntN TZ 18,UntN_TZ_18_00027,(d)ki-ri-ri-ša,0.4109
UntN TZ 18,UntN_TZ_18_00028,si-[ia-an-ku]-uk-[ra,0.2703
UntN TZ 18,UntN_TZ_18_00029,li-na],0.2589
UntN TZ 18,UntN_TZ_18_00030,te-[la-ak-ni],0.2581
UntN TZ 19,UntN_TZ_19_00001,u2,0.4736
UntN TZ 19,UntN_TZ_19_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 19,UntN_TZ_19_00003,ša-ak,0.292
UntN TZ 19,UntN_TZ_19_00004,(md)hu-um-ban-nu-me-na-gi,0.2534
UntN TZ 19,UntN_TZ_19_00005,zu-un-ki-ik,0.3275
UntN TZ 19,UntN_TZ_19_00006,an-za-an,0.4171
UntN TZ 19,UntN_TZ_19_00007,šu-šu-un-ka,0.4929
UntN TZ 19,UntN_TZ_19_00008,pi-el,0.3435
UntN TZ 19,UntN_TZ_19_00009,ki-it-ti-im-ma,0.4202
UntN TZ 19,UntN_TZ_19_00010,na-a,0.3053
UntN TZ 19,UntN_TZ_19_00011,me-lu-uk-ra,0.3607
UntN TZ 19,UntN_TZ_19_00012,zu-un-ki-me,0.3574
UntN TZ 19,UntN_TZ_19_00013,tu4-ur,0.5381
UntN TZ 19,UntN_TZ_19_00014,hi-ih,0.4515
UntN TZ 19,UntN_TZ_19_00015,zi-it-im-ma,0.29
UntN TZ 19,UntN_TZ_19_00016,hi-en-ka,0.5103
UntN TZ 19,UntN_TZ_19_00017,in-ti-ik-ka,0.3971
UntN TZ 19,UntN_TZ_19_00018,a-gi,0.5235
UntN TZ 19,UntN_TZ_19_00019,si-ia-an,0.4844
UntN TZ 19,UntN_TZ_19_00020,(d)zu-un-ki-ir-ri-ša-ar-ra-me,0.2931
UntN TZ 19,UntN_TZ_19_00021,ri-e-ru-um-ma,0.2454
UntN TZ 19,UntN_TZ_19_00022,ku-ši-ih,0.5528
UntN TZ 19,UntN_TZ_19_00023,hu-ut-tak-ha-li-ik,0.4346
UntN TZ 19,UntN_TZ_19_00024,u2-me,0.5898
UntN TZ 19,UntN_TZ_19_00025,(d)zu-un-ki-ir-ri-ša-ar-ra,0.2803
UntN TZ 19,UntN_TZ_19_00026,li-na,0.3652
UntN TZ 19,UntN_TZ_19_00027,te-la-ak-ni,0.3094
UntN TZ 20,UntN_TZ_20_00001,u2,0.4736
UntN TZ 20,UntN_TZ_20_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 20,UntN_TZ_20_00003,ša-ak,0.292
UntN TZ 20,UntN_TZ_20_00004,(md)hu-um-[ban-nu-me-na-gi,0.245
UntN TZ 20,UntN_TZ_20_00005,zu-un-ki-ik,0.3275
UntN TZ 20,UntN_TZ_20_00006,an-za-an],0.2941
UntN TZ 20,UntN_TZ_20_00007,šu-šu-un-ka,0.4929
UntN TZ 20,UntN_TZ_20_00008,si-ia-an,0.4844
UntN TZ 20,UntN_TZ_20_00009,li-mi-in,0.3078
UntN TZ 20,UntN_TZ_20_00010,ku-[ši-ih,0.2661
UntN TZ 20,UntN_TZ_20_00011,(d)ki-la-ah-šu-pi-ir,0.3064
UntN TZ 20,UntN_TZ_20_00012,li-mi-in-ra],0.2504
UntN TZ 20,UntN_TZ_20_00013,si-ia-an-ku-uk-ra,0.5192
UntN TZ 20,UntN_TZ_20_00014,du-ni-ih,0.4579
UntN TZ 20,UntN_TZ_20_00015,hu-ut2-tak-[ha-li-ik,0.26
UntN TZ 20,UntN_TZ_20_00016,u2-me,0.5898
UntN TZ 20,UntN_TZ_20_00017,(d)ki-la-ah-šu-pi-ir],0.2531
UntN TZ 20,UntN_TZ_20_00018,li-mi-in-ra,0.2914
UntN TZ 20,UntN_TZ_20_00019,li-na,0.3652
UntN TZ 20,UntN_TZ_20_00020,te-la-ak-ni,0.3094
UntN TZ 20,UntN_TZ_20_00021,pi-[el,0.3405
UntN TZ 20,UntN_TZ_20_00022,ki-it-ti-im-ma,0.4202
UntN TZ 20,UntN_TZ_20_00023,na-a,0.3053
UntN TZ 20,UntN_TZ_20_00024,me-lu-uk-ra],0.2877
UntN TZ 20,UntN_TZ_20_00025,a-ak,0.5694
UntN TZ 20,UntN_TZ_20_00026,su-un-ki-me,0.3995
UntN TZ 20,UntN_TZ_20_00027,tu4-ur,0.5381
UntN TZ 20,UntN_TZ_20_00028,hi-ih,0.4515
UntN TZ 20,UntN_TZ_20_00029,[si-it-tim,0.2521
UntN TZ 20,UntN_TZ_20_00030,gi-ri-ni,0.2708
UntN TZ 20,UntN_TZ_20_00031,in,0.5704
UntN TZ 20,UntN_TZ_20_00032,hi-ih-ni],0.3083
UntN TZ 21,UntN_TZ_21_00001,[…]-nu-me-na-gi,0.2773
UntN TZ 21,UntN_TZ_21_00002,[su]-un-ki-ik,0.2625
UntN TZ 21,UntN_TZ_21_00003,a[n-za]-an,0.3319
UntN TZ 21,UntN_TZ_21_00004,šu-šu-un-ka,0.4929
UntN TZ 21,UntN_TZ_21_00005,[…]-ih-ma,0.2536
UntN TZ 21,UntN_TZ_21_00006,si-ia-an,0.4844
UntN TZ 21,UntN_TZ_21_00007,(d)kir-ma-sir-me,0.3147
UntN TZ 21,UntN_TZ_21_00008,ku-ši-ih,0.5528
UntN TZ 21,UntN_TZ_21_00009,[…]-ar-na,0.3017
UntN TZ 21,UntN_TZ_21_00010,a-ak,0.5694
UntN TZ 21,UntN_TZ_21_00011,ta?-du?-ra-na,0.2305
UntN TZ 21,UntN_TZ_21_00012,(d)in-šu-ši-na-ak,0.4237
UntN TZ 21,UntN_TZ_21_00013,[…],0.5112
UntN TZ 21,UntN_TZ_21_00014,ha-du,0.2843
UntN TZ 21,UntN_TZ_21_00015,hu-ut2-tak,0.2652
UntN TZ 21,UntN_TZ_21_00016,[…]-pi,0.2825
UntN TZ 21,UntN_TZ_21_00017,a-ak,0.5694
UntN TZ 21,UntN_TZ_21_00018,la-an-gi-el-li,0.2858
UntN TZ 21,UntN_TZ_21_00019,[…]-ak,0.2723
UntN TZ 21,UntN_TZ_21_00020,hu-pi-e,0.292
UntN TZ 21,UntN_TZ_21_00021,a-ha,0.3527
UntN TZ 21,UntN_TZ_21_00022,du-[…]h-pi,0.3
UntN TZ 21,UntN_TZ_21_00023,hu-ut2-tak?-ha?-[…],0.2679
UntN TZ 21,UntN_TZ_21_00024,(d)in-šu-ši-na-ak,0.4237
UntN TZ 21,UntN_TZ_21_00025,si-ia-an,0.4844
UntN TZ 21,UntN_TZ_21_00026,[…],0.5112
UntN TZ 21,UntN_TZ_21_00027,li-na,0.3652
UntN TZ 21,UntN_TZ_21_00028,te-la-ak-[ni],0.2759
UntN TZ 22,UntN_TZ_22_00001,u2,0.4736
UntN TZ 22,UntN_TZ_22_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 22,UntN_TZ_22_00003,ša-ak,0.292
UntN TZ 22,UntN_TZ_22_00004,(md)hu-um-ban-nu-me-na-gi,0.2534
UntN TZ 22,UntN_TZ_22_00005,su-un-ki-ik,0.4428
UntN TZ 22,UntN_TZ_22_00006,an-za-an,0.4171
UntN TZ 22,UntN_TZ_22_00007,šu-šu-un-ka,0.4929
UntN TZ 22,UntN_TZ_22_00008,ha-al-ma-šu-um,0.2514
UntN TZ 22,UntN_TZ_22_00009,pi-it-te-ga,0.2727
UntN TZ 22,UntN_TZ_22_00010,a-al,0.2766
UntN TZ 22,UntN_TZ_22_00011,un-taš-dingir-gal,0.2769
UntN TZ 22,UntN_TZ_22_00012,a-ak,0.5694
UntN TZ 22,UntN_TZ_22_00013,si-ia-an-ku-uk,0.401
UntN TZ 22,UntN_TZ_22_00014,a-ha,0.3527
UntN TZ 22,UntN_TZ_22_00015,ku-ši-ih,0.5528
UntN TZ 22,UntN_TZ_22_00016,hu-hu-un,0.3207
UntN TZ 22,UntN_TZ_22_00017,ku-du-um-ma,0.3116
UntN TZ 22,UntN_TZ_22_00018,a-ak,0.5694
UntN TZ 22,UntN_TZ_22_00019,pi-tu4-um-ma,0.2908
UntN TZ 22,UntN_TZ_22_00020,in,0.5704
UntN TZ 22,UntN_TZ_22_00021,ka-ak-pa-ah,0.3086
UntN TZ 22,UntN_TZ_22_00022,ku-ku-un-nu-um,0.3079
UntN TZ 22,UntN_TZ_22_00023,su-un-ki-ip,0.3168
UntN TZ 22,UntN_TZ_22_00024,u2-ri-pu-pi,0.4171
UntN TZ 22,UntN_TZ_22_00025,im-me,0.4216
UntN TZ 22,UntN_TZ_22_00026,ku-ši-ih-ša,0.276
UntN TZ 22,UntN_TZ_22_00027,u2,0.4736
UntN TZ 22,UntN_TZ_22_00028,ku-ši-ih,0.5528
UntN TZ 22,UntN_TZ_22_00029,dingir-gal,0.5109
UntN TZ 22,UntN_TZ_22_00030,a-ak,0.5694
UntN TZ 22,UntN_TZ_22_00031,(d)in-šu-uš-na-ak,0.5347
UntN TZ 22,UntN_TZ_22_00032,si-ia-an-ku-uk-pa,0.3989
UntN TZ 22,UntN_TZ_22_00033,du-ni-ih,0.4579
UntN TZ 22,UntN_TZ_22_00034,hu-ut-tak-ha-li-ik,0.4346
UntN TZ 22,UntN_TZ_22_00035,u2-me,0.5898
UntN TZ 22,UntN_TZ_22_00036,li-na-pu-un,0.2473
UntN TZ 22,UntN_TZ_22_00037,te-la-ak-ni,0.3094
UntN TZ 22,UntN_TZ_22_00038,tu4-um-pa,0.2914
UntN TZ 22,UntN_TZ_22_00039,šu-tu4-ur,0.2571
UntN TZ 22,UntN_TZ_22_00040,dingir-gal,0.5109
UntN TZ 22,UntN_TZ_22_00041,a-ak,0.5694
UntN TZ 22,UntN_TZ_22_00042,(d)in-šu-uš-na-ak,0.5347
UntN TZ 22,UntN_TZ_22_00043,si-ia-an-ku-uk-pa-me,0.2908
UntN TZ 22,UntN_TZ_22_00044,a-ha-an,0.3077
UntN TZ 22,UntN_TZ_22_00045,ni-im-ma,0.3178
UntN TZ 22,UntN_TZ_22_00046,ha-al,0.2791
UntN TZ 22,UntN_TZ_22_00047,ap-pa,0.3538
UntN TZ 22,UntN_TZ_22_00048,ku-ši-ha,0.3017
UntN TZ 22,UntN_TZ_22_00049,lu-ub-bu-ru-uh-ni,0.2332
UntN TZ 22,UntN_TZ_22_00050,hi-še,0.2822
UntN TZ 22,UntN_TZ_22_00051,i,0.3395
UntN TZ 22,UntN_TZ_22_00052,a-bu-ul,0.3625
UntN TZ 22,UntN_TZ_22_00053,mi-ša-ri,0.2632
UntN TZ 22,UntN_TZ_22_00054,hi-i-še-e,0.2655
UntN TZ 22,UntN_TZ_22_00055,ak-ka,0.4228
UntN TZ 22,UntN_TZ_22_00056,hu-hu-un,0.3207
UntN TZ 22,UntN_TZ_22_00057,si-ia-an-ku-uk-ma,0.2265
UntN TZ 22,UntN_TZ_22_00058,ku-ta-a,0.2732
UntN TZ 22,UntN_TZ_22_00059,a-ha-ar,0.4474
UntN TZ 22,UntN_TZ_22_00060,li-in-ra,0.2917
UntN TZ 22,UntN_TZ_22_00061,tu4-ul-li-in,0.2605
UntN TZ 22,UntN_TZ_22_00062,a-ha-ar,0.4474
UntN TZ 22,UntN_TZ_22_00063,ta-an-ra,0.2695
UntN TZ 22,UntN_TZ_22_00064,u2-pa-ti-pi,0.3059
UntN TZ 22,UntN_TZ_22_00065,du-ha-an-ra,0.2793
UntN TZ 22,UntN_TZ_22_00066,ha-al-te-te,0.2786
UntN TZ 22,UntN_TZ_22_00067,lu-mu-un-ra,0.2882
UntN TZ 22,UntN_TZ_22_00068,a-ak,0.5694
UntN TZ 22,UntN_TZ_22_00069,pi-ti-ir,0.2471
UntN TZ 22,UntN_TZ_22_00070,ši-in-ni,0.272
UntN TZ 22,UntN_TZ_22_00071,ik-el,0.2487
UntN TZ 22,UntN_TZ_22_00072,a-ha-ar,0.4474
UntN TZ 22,UntN_TZ_22_00073,tu4-um-pa-an-ra,0.3423
UntN TZ 22,UntN_TZ_22_00074,ha-at,0.2984
UntN TZ 22,UntN_TZ_22_00075,dingir-gal,0.5109
UntN TZ 22,UntN_TZ_22_00076,(d)in-šu-uš-na-ak,0.5347
UntN TZ 22,UntN_TZ_22_00077,a-ak,0.5694
UntN TZ 22,UntN_TZ_22_00078,(d)ki-ri-ri-ša,0.4109
UntN TZ 22,UntN_TZ_22_00079,si-ia-an-ku-uk-pa-ri,0.2449
UntN TZ 22,UntN_TZ_22_00080,uk-ku-ri,0.2768
UntN TZ 22,UntN_TZ_22_00081,ir,0.383
UntN TZ 22,UntN_TZ_22_00082,ta-ak-ni,0.3475
UntN TZ 22,UntN_TZ_22_00083,(d)na-ah-hu-un-te-ir,0.3049
UntN TZ 22,UntN_TZ_22_00084,ša-ra-ra,0.3309
UntN TZ 22,UntN_TZ_22_00085,pa-ar,0.291
UntN TZ 22,UntN_TZ_22_00086,a-ni,0.3087
UntN TZ 22,UntN_TZ_22_00087,ku-tu4-un,0.3181
UntN TZ 23,UntN_TZ_23_00001,u2,0.4736
UntN TZ 23,UntN_TZ_23_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 23,UntN_TZ_23_00003,ša-ak,0.292
UntN TZ 23,UntN_TZ_23_00004,(md)hu-um-ban-nu-me-na-gi,0.2534
UntN TZ 23,UntN_TZ_23_00005,zu-un-ki-ik,0.3275
UntN TZ 23,UntN_TZ_23_00006,an-za-an,0.4171
UntN TZ 23,UntN_TZ_23_00007,šu-šu-un,0.2535
UntN TZ 23,UntN_TZ_23_00008,ha-al-ma-šu-um,0.2514
