id_text,id_word,Text
UntN TZ 14,UntN_TZ_14_00016,in
UntN TZ 14,UntN_TZ_14_00017,du-ni-ih
UntN TZ 15,UntN_TZ_15_00001,u3
UntN TZ 15,UntN_TZ_15_00002,(m)un-taš-dingir-gal
UntN TZ 15,UntN_TZ_15_00003,ša-ak
UntN TZ 15,UntN_TZ_15_00004,(d)hu-ban-um-me-en-na-ki
UntN TZ 15,UntN_TZ_15_00005,zu-un-ki-ik
UntN TZ 15,UntN_TZ_15_00006,an-za-an
UntN TZ 15,UntN_TZ_15_00007,šu-šu-un-ka
UntN TZ 15,UntN_TZ_15_00008,tu4-uš
UntN TZ 15,UntN_TZ_15_00009,pi-it-te-ka
UntN TZ 15,UntN_TZ_15_00010,ap-pa
UntN TZ 15,UntN_TZ_15_00011,su-un-ki-ip
UntN TZ 15,UntN_TZ_15_00012,u2-ri-pu-pi
UntN TZ 15,UntN_TZ_15_00013,im-me
UntN TZ 15,UntN_TZ_15_00014,hu-ut-tah-ša
UntN TZ 15,UntN_TZ_15_00015,a-gi
UntN TZ 15,UntN_TZ_15_00016,me-en-pu
UntN TZ 15,UntN_TZ_15_00017,ap-pa
UntN TZ 15,UntN_TZ_15_00018,im-me
UntN TZ 15,UntN_TZ_15_00019,ku-ši-ih-ša
UntN TZ 15,UntN_TZ_15_00020,u2
UntN TZ 15,UntN_TZ_15_00021,ku-ši-ih
UntN TZ 15,UntN_TZ_15_00022,hu
UntN TZ 15,UntN_TZ_15_00023,si-ia-ni-me
UntN TZ 15,UntN_TZ_15_00024,ku-uk-ši-ih
UntN TZ 15,UntN_TZ_15_00025,hu-uh-ni-me
UntN TZ 15,UntN_TZ_15_00026,hu-ul-pa-ah
UntN TZ 15,UntN_TZ_15_00027,ku-du-ma
UntN TZ 15,UntN_TZ_15_00028,a-ak
UntN TZ 15,UntN_TZ_15_00029,pi-tu4-ma
UntN TZ 15,UntN_TZ_15_00030,u2
UntN TZ 15,UntN_TZ_15_00031,zig-ra-tu4-me
UntN TZ 15,UntN_TZ_15_00032,ki-ik-ki-ti-ih
UntN TZ 15,UntN_TZ_15_00033,(d)in-šu-uš-na-ak
UntN TZ 15,UntN_TZ_15_00034,te-ip-ti
UntN TZ 15,UntN_TZ_15_00035,si-ia-an-ku-uk-ra
UntN TZ 15,UntN_TZ_15_00036,in
UntN TZ 15,UntN_TZ_15_00037,tu4-ni-ih
UntN TZ 16,UntN_TZ_16_00001,u2
UntN TZ 16,UntN_TZ_16_00002,(m)un-taš-dingir-gal
UntN TZ 16,UntN_TZ_16_00003,ša-ak
UntN TZ 16,UntN_TZ_16_00004,(md)hu-um-ban-nu-me-na-gi
UntN TZ 16,UntN_TZ_16_00005,su-un-ki-ik
UntN TZ 16,UntN_TZ_16_00006,an-za-an
UntN TZ 16,UntN_TZ_16_00007,šu-šu-un-ka
UntN TZ 16,UntN_TZ_16_00008,ip-il-la-ti
UntN TZ 16,UntN_TZ_16_00009,ku-ši-ih
UntN TZ 16,UntN_TZ_16_00010,ta-ak-me
UntN TZ 16,UntN_TZ_16_00011,u2-me
UntN TZ 16,UntN_TZ_16_00012,tu4-ur
UntN TZ 16,UntN_TZ_16_00013,hi-ih
UntN TZ 16,UntN_TZ_16_00014,si-it-me
UntN TZ 16,UntN_TZ_16_00015,u2-me
UntN TZ 16,UntN_TZ_16_00016,az-ki-[it]
UntN TZ 16,UntN_TZ_16_00017,tu4-ur
UntN TZ 16,UntN_TZ_16_00018,za-ah-ri
UntN TZ 16,UntN_TZ_16_00019,hu-šu-ia
UntN TZ 16,UntN_TZ_16_00020,in-gi
UntN TZ 16,UntN_TZ_16_00021,hi-en-ka
UntN TZ 16,UntN_TZ_16_00022,in-ti-ik-ka
UntN TZ 16,UntN_TZ_16_00023,ia-ak
UntN TZ 16,UntN_TZ_16_00024,[ip-il-la-ti]
UntN TZ 16,UntN_TZ_16_00025,ku-ši-ih
UntN TZ 16,UntN_TZ_16_00026,(d)PA.TUG2
UntN TZ 16,UntN_TZ_16_00027,si-ia-an-ku-uk-ra
UntN TZ 16,UntN_TZ_16_00028,in
UntN TZ 16,UntN_TZ_16_00029,du-ni-ih
UntN TZ 16,UntN_TZ_16_00030,hu-ut-ta-ak-[ha-li-ik]
UntN TZ 16,UntN_TZ_16_00031,u2-me
UntN TZ 16,UntN_TZ_16_00032,dingir-gal
UntN TZ 16,UntN_TZ_16_00033,(d)in-šu-ši-na-ak
UntN TZ 16,UntN_TZ_16_00034,a-ak
UntN TZ 16,UntN_TZ_16_00035,(d)PA.TUG2
UntN TZ 16,UntN_TZ_16_00036,si-ia-an-ku-uk-pa
UntN TZ 16,UntN_TZ_16_00037,li-na
UntN TZ 16,UntN_TZ_16_00038,te-la-ak-ni
UntN TZ 17,UntN_TZ_17_00001,u2
UntN TZ 17,UntN_TZ_17_00002,(m)un-taš-dingir-gal
UntN TZ 17,UntN_TZ_17_00003,ša-ak
UntN TZ 17,UntN_TZ_17_00004,(d)hu-ban-nu-me-na-ki
UntN TZ 17,UntN_TZ_17_00005,su-un-ki-ik
UntN TZ 17,UntN_TZ_17_00006,an-za-an
UntN TZ 17,UntN_TZ_17_00007,šu-šu-un-ka
UntN TZ 17,UntN_TZ_17_00008,ta-ak-me
UntN TZ 17,UntN_TZ_17_00009,u2-me
UntN TZ 17,UntN_TZ_17_00010,tu4-ur
UntN TZ 17,UntN_TZ_17_00011,hi-ih
UntN TZ 17,UntN_TZ_17_00012,si-it-me
UntN TZ 17,UntN_TZ_17_00013,u2-me
UntN TZ 17,UntN_TZ_17_00014,šu-ul-lu-me-ga
UntN TZ 17,UntN_TZ_17_00015,az-ki-it
UntN TZ 17,UntN_TZ_17_00016,tu4-ur
UntN TZ 17,UntN_TZ_17_00017,sah-ri
UntN TZ 17,UntN_TZ_17_00018,hu-šu-ia
UntN TZ 17,UntN_TZ_17_00019,in-gi
UntN TZ 17,UntN_TZ_17_00020,hi-en-ga
UntN TZ 17,UntN_TZ_17_00021,in-di-ig-ga
UntN TZ 17,UntN_TZ_17_00022,a-gi
UntN TZ 17,UntN_TZ_17_00023,tuš
UntN TZ 17,UntN_TZ_17_00024,10
UntN TZ 17,UntN_TZ_17_00025,kuš3
UntN TZ 17,UntN_TZ_17_00026,ku-ši-ih
UntN TZ 17,UntN_TZ_17_00027,(d)PA.TUG2
UntN TZ 17,UntN_TZ_17_00028,si-a-an-ku-uk-ra
UntN TZ 17,UntN_TZ_17_00029,in
UntN TZ 17,UntN_TZ_17_00030,tu4-ni-ih
UntN TZ 17,UntN_TZ_17_00031,hu-ut-tak-ha-li-ik
UntN TZ 17,UntN_TZ_17_00032,u2-me
UntN TZ 17,UntN_TZ_17_00033,(d)PA.TUG2
UntN TZ 17,UntN_TZ_17_00034,ul-li-na
UntN TZ 17,UntN_TZ_17_00035,te-la-ak-ni
UntN TZ 18,UntN_TZ_18_00001,u2
UntN TZ 18,UntN_TZ_18_00002,(m)un-taš-dingir-gal
UntN TZ 18,UntN_TZ_18_00003,ša-ak
UntN TZ 18,UntN_TZ_18_00004,(d)[hu]-um-ban-nu-me-na-gi
UntN TZ 18,UntN_TZ_18_00005,su-un-ki-ik
UntN TZ 18,UntN_TZ_18_00006,an-za-an
UntN TZ 18,UntN_TZ_18_00007,šu-šu-un-ka
UntN TZ 18,UntN_TZ_18_00008,pi-el
UntN TZ 18,UntN_TZ_18_00009,ki-it-ti-im-ma
UntN TZ 18,UntN_TZ_18_00010,na-a
UntN TZ 18,UntN_TZ_18_00011,me-lu-uk-ra
UntN TZ 18,UntN_TZ_18_00012,su-un-ki-me
UntN TZ 18,UntN_TZ_18_00013,tu4-ur
UntN TZ 18,UntN_TZ_18_00014,hi-ih
UntN TZ 18,UntN_TZ_18_00015,si-it-me
UntN TZ 18,UntN_TZ_18_00016,hi-en-ka
UntN TZ 18,UntN_TZ_18_00017,[in-ti]-ik-ka
UntN TZ 18,UntN_TZ_18_00018,[a]-gi
UntN TZ 18,UntN_TZ_18_00019,si-ia-an
UntN TZ 18,UntN_TZ_18_00020,(d)ki-ri-ri-ša-me
UntN TZ 18,UntN_TZ_18_00021,ki-iš-tu4-um-ma
UntN TZ 18,UntN_TZ_18_00022,[ku-ši-ih]
UntN TZ 18,UntN_TZ_18_00023,(d)ki-{ri-ri}-ša
UntN TZ 18,UntN_TZ_18_00024,du-ni-ih
UntN TZ 18,UntN_TZ_18_00025,hu-ut-tak-ha-li-ik
UntN TZ 18,UntN_TZ_18_00026,u2-me
UntN TZ 18,UntN_TZ_18_00027,(d)ki-ri-ri-ša
UntN TZ 18,UntN_TZ_18_00028,si-[ia-an-ku]-uk-[ra
UntN TZ 18,UntN_TZ_18_00029,li-na]
UntN TZ 18,UntN_TZ_18_00030,te-[la-ak-ni]
UntN TZ 19,UntN_TZ_19_00001,u2
UntN TZ 19,UntN_TZ_19_00002,(m)un-taš-dingir-gal
UntN TZ 19,UntN_TZ_19_00003,ša-ak
UntN TZ 19,UntN_TZ_19_00004,(md)hu-um-ban-nu-me-na-gi
UntN TZ 19,UntN_TZ_19_00005,zu-un-ki-ik
UntN TZ 19,UntN_TZ_19_00006,an-za-an
UntN TZ 19,UntN_TZ_19_00007,šu-šu-un-ka
UntN TZ 19,UntN_TZ_19_00008,pi-el
UntN TZ 19,UntN_TZ_19_00009,ki-it-ti-im-ma
UntN TZ 19,UntN_TZ_19_00010,na-a
UntN TZ 19,UntN_TZ_19_00011,me-lu-uk-ra
UntN TZ 19,UntN_TZ_19_00012,zu-un-ki-me
UntN TZ 19,UntN_TZ_19_00013,tu4-ur
UntN TZ 19,UntN_TZ_19_00014,hi-ih
UntN TZ 19,UntN_TZ_19_00015,zi-it-im-ma
UntN TZ 19,UntN_TZ_19_00016,hi-en-ka
UntN TZ 19,UntN_TZ_19_00017,in-ti-ik-ka
UntN TZ 19,UntN_TZ_19_00018,a-gi
UntN TZ 19,UntN_TZ_19_00019,si-ia-an
UntN TZ 19,UntN_TZ_19_00020,(d)zu-un-ki-ir-ri-ša-ar-ra-me
UntN TZ 19,UntN_TZ_19_00021,ri-e-ru-um-ma
UntN TZ 19,UntN_TZ_19_00022,ku-ši-ih
UntN TZ 19,UntN_TZ_19_00023,hu-ut-tak-ha-li-ik
UntN TZ 19,UntN_TZ_19_00024,u2-me
UntN TZ 19,UntN_TZ_19_00025,(d)zu-un-ki-ir-ri-ša-ar-ra
UntN TZ 19,UntN_TZ_19_00026,li-na
UntN TZ 19,UntN_TZ_19_00027,te-la-ak-ni
UntN TZ 20,UntN_TZ_20_00001,u2
UntN TZ 20,UntN_TZ_20_00002,(m)un-taš-dingir-gal
UntN TZ 20,UntN_TZ_20_00003,ša-ak
UntN TZ 20,UntN_TZ_20_00004,(md)hu-um-[ban-nu-me-na-gi
UntN TZ 20,UntN_TZ_20_00005,zu-un-ki-ik
UntN TZ 20,UntN_TZ_20_00006,an-za-an]
UntN TZ 20,UntN_TZ_20_00007,šu-šu-un-ka
UntN TZ 20,UntN_TZ_20_00008,si-ia-an
UntN TZ 20,UntN_TZ_20_00009,li-mi-in
UntN TZ 20,UntN_TZ_20_00010,ku-[ši-ih
UntN TZ 20,UntN_TZ_20_00011,(d)ki-la-ah-šu-pi-ir
UntN TZ 20,UntN_TZ_20_00012,li-mi-in-ra]
UntN TZ 20,UntN_TZ_20_00013,si-ia-an-ku-uk-ra
UntN TZ 20,UntN_TZ_20_00014,du-ni-ih
UntN TZ 20,UntN_TZ_20_00015,hu-ut2-tak-[ha-li-ik
UntN TZ 20,UntN_TZ_20_00016,u2-me
UntN TZ 20,UntN_TZ_20_00017,(d)ki-la-ah-šu-pi-ir]
UntN TZ 20,UntN_TZ_20_00018,li-mi-in-ra
UntN TZ 20,UntN_TZ_20_00019,li-na
UntN TZ 20,UntN_TZ_20_00020,te-la-ak-ni
UntN TZ 20,UntN_TZ_20_00021,pi-[el
UntN TZ 20,UntN_TZ_20_00022,ki-it-ti-im-ma
UntN TZ 20,UntN_TZ_20_00023,na-a
UntN TZ 20,UntN_TZ_20_00024,me-lu-uk-ra]
UntN TZ 20,UntN_TZ_20_00025,a-ak
UntN TZ 20,UntN_TZ_20_00026,su-un-ki-me
UntN TZ 20,UntN_TZ_20_00027,tu4-ur
UntN TZ 20,UntN_TZ_20_00028,hi-ih
UntN TZ 20,UntN_TZ_20_00029,[si-it-tim
UntN TZ 20,UntN_TZ_20_00030,gi-ri-ni
UntN TZ 20,UntN_TZ_20_00031,in
UntN TZ 20,UntN_TZ_20_00032,hi-ih-ni]
UntN TZ 21,UntN_TZ_21_00001,[…]-nu-me-na-gi
UntN TZ 21,UntN_TZ_21_00002,[su]-un-ki-ik
UntN TZ 21,UntN_TZ_21_00003,a[n-za]-an
UntN TZ 21,UntN_TZ_21_00004,šu-šu-un-ka
UntN TZ 21,UntN_TZ_21_00005,[…]-ih-ma
UntN TZ 21,UntN_TZ_21_00006,si-ia-an
UntN TZ 21,UntN_TZ_21_00007,(d)kir-ma-sir-me
UntN TZ 21,UntN_TZ_21_00008,ku-ši-ih
UntN TZ 21,UntN_TZ_21_00009,[…]-ar-na
UntN TZ 21,UntN_TZ_21_00010,a-ak
UntN TZ 21,UntN_TZ_21_00011,ta?-du?-ra-na
UntN TZ 21,UntN_TZ_21_00012,(d)in-šu-ši-na-ak
UntN TZ 21,UntN_TZ_21_00013,[…]
UntN TZ 21,UntN_TZ_21_00014,ha-du
UntN TZ 21,UntN_TZ_21_00015,hu-ut2-tak
UntN TZ 21,UntN_TZ_21_00016,[…]-pi
UntN TZ 21,UntN_TZ_21_00017,a-ak
UntN TZ 21,UntN_TZ_21_00018,la-an-gi-el-li
UntN TZ 21,UntN_TZ_21_00019,[…]-ak
UntN TZ 21,UntN_TZ_21_00020,hu-pi-e
UntN TZ 21,UntN_TZ_21_00021,a-ha
UntN TZ 21,UntN_TZ_21_00022,du-[…]h-pi
UntN TZ 21,UntN_TZ_21_00023,hu-ut2-tak?-ha?-[…]
UntN TZ 21,UntN_TZ_21_00024,(d)in-šu-ši-na-ak
UntN TZ 21,UntN_TZ_21_00025,si-ia-an
UntN TZ 21,UntN_TZ_21_00026,[…]
UntN TZ 21,UntN_TZ_21_00027,li-na
UntN TZ 21,UntN_TZ_21_00028,te-la-ak-[ni]
UntN TZ 22,UntN_TZ_22_00001,u2
UntN TZ 22,UntN_TZ_22_00002,(m)un-taš-dingir-gal
UntN TZ 22,UntN_TZ_22_00003,ša-ak
UntN TZ 22,UntN_TZ_22_00004,(md)hu-um-ban-nu-me-na-gi
UntN TZ 22,UntN_TZ_22_00005,su-un-ki-ik
UntN TZ 22,UntN_TZ_22_00006,an-za-an
UntN TZ 22,UntN_TZ_22_00007,šu-šu-un-ka
UntN TZ 22,UntN_TZ_22_00008,ha-al-ma-šu-um
UntN TZ 22,UntN_TZ_22_00009,pi-it-te-ga
UntN TZ 22,UntN_TZ_22_00010,a-al
UntN TZ 22,UntN_TZ_22_00011,un-taš-dingir-gal
UntN TZ 22,UntN_TZ_22_00012,a-ak
UntN TZ 22,UntN_TZ_22_00013,si-ia-an-ku-uk
UntN TZ 22,UntN_TZ_22_00014,a-ha
UntN TZ 22,UntN_TZ_22_00015,ku-ši-ih
UntN TZ 22,UntN_TZ_22_00016,hu-hu-un
UntN TZ 22,UntN_TZ_22_00017,ku-du-um-ma
UntN TZ 22,UntN_TZ_22_00018,a-ak
UntN TZ 22,UntN_TZ_22_00019,pi-tu4-um-ma
UntN TZ 22,UntN_TZ_22_00020,in
UntN TZ 22,UntN_TZ_22_00021,ka-ak-pa-ah
UntN TZ 22,UntN_TZ_22_00022,ku-ku-un-nu-um
UntN TZ 22,UntN_TZ_22_00023,su-un-ki-ip
UntN TZ 22,UntN_TZ_22_00024,u2-ri-pu-pi
UntN TZ 22,UntN_TZ_22_00025,im-me
UntN TZ 22,UntN_TZ_22_00026,ku-ši-ih-ša
UntN TZ 22,UntN_TZ_22_00027,u2
UntN TZ 22,UntN_TZ_22_00028,ku-ši-ih
UntN TZ 22,UntN_TZ_22_00029,dingir-gal
UntN TZ 22,UntN_TZ_22_00030,a-ak
UntN TZ 22,UntN_TZ_22_00031,(d)in-šu-uš-na-ak
UntN TZ 22,UntN_TZ_22_00032,si-ia-an-ku-uk-pa
UntN TZ 22,UntN_TZ_22_00033,du-ni-ih
UntN TZ 22,UntN_TZ_22_00034,hu-ut-tak-ha-li-ik
UntN TZ 22,UntN_TZ_22_00035,u2-me
UntN TZ 22,UntN_TZ_22_00036,li-na-pu-un
UntN TZ 22,UntN_TZ_22_00037,te-la-ak-ni
UntN TZ 22,UntN_TZ_22_00038,tu4-um-pa
UntN TZ 22,UntN_TZ_22_00039,šu-tu4-ur
UntN TZ 22,UntN_TZ_22_00040,dingir-gal
UntN TZ 22,UntN_TZ_22_00041,a-ak
UntN TZ 22,UntN_TZ_22_00042,(d)in-šu-uš-na-ak
UntN TZ 22,UntN_TZ_22_00043,si-ia-an-ku-uk-pa-me
UntN TZ 22,UntN_TZ_22_00044,a-ha-an
UntN TZ 22,UntN_TZ_22_00045,ni-im-ma
UntN TZ 22,UntN_TZ_22_00046,ha-al
UntN TZ 22,UntN_TZ_22_00047,ap-pa
UntN TZ 22,UntN_TZ_22_00048,ku-ši-ha
UntN TZ 22,UntN_TZ_22_00049,lu-ub-bu-ru-uh-ni
UntN TZ 22,UntN_TZ_22_00050,hi-še
UntN TZ 22,UntN_TZ_22_00051,i
UntN TZ 22,UntN_TZ_22_00052,a-bu-ul
UntN TZ 22,UntN_TZ_22_00053,mi-ša-ri
UntN TZ 22,UntN_TZ_22_00054,hi-i-še-e
UntN TZ 22,UntN_TZ_22_00055,ak-ka
UntN TZ 22,UntN_TZ_22_00056,hu-hu-un
UntN TZ 22,UntN_TZ_22_00057,si-ia-an-ku-uk-ma
UntN TZ 22,UntN_TZ_22_00058,ku-ta-a
UntN TZ 22,UntN_TZ_22_00059,a-ha-ar
UntN TZ 22,UntN_TZ_22_00060,li-in-ra
UntN TZ 22,UntN_TZ_22_00061,tu4-ul-li-in
UntN TZ 22,UntN_TZ_22_00062,a-ha-ar
UntN TZ 22,UntN_TZ_22_00063,ta-an-ra
UntN TZ 22,UntN_TZ_22_00064,u2-pa-ti-pi
UntN TZ 22,UntN_TZ_22_00065,du-ha-an-ra
UntN TZ 22,UntN_TZ_22_00066,ha-al-te-te
UntN TZ 22,UntN_TZ_22_00067,lu-mu-un-ra
UntN TZ 22,UntN_TZ_22_00068,a-ak
UntN TZ 22,UntN_TZ_22_00069,pi-ti-ir
UntN TZ 22,UntN_TZ_22_00070,ši-in-ni
UntN TZ 22,UntN_TZ_22_00071,ik-el
UntN TZ 22,UntN_TZ_22_00072,a-ha-ar
UntN TZ 22,UntN_TZ_22_00073,tu4-um-pa-an-ra
UntN TZ 22,UntN_TZ_22_00074,ha-at
UntN TZ 22,UntN_TZ_22_00075,dingir-gal
UntN TZ 22,UntN_TZ_22_00076,(d)in-šu-uš-na-ak
UntN TZ 22,UntN_TZ_22_00077,a-ak
UntN TZ 22,UntN_TZ_22_00078,(d)ki-ri-ri-ša
UntN TZ 22,UntN_TZ_22_00079,si-ia-an-ku-uk-pa-ri
UntN TZ 22,UntN_TZ_22_00080,uk-ku-ri
UntN TZ 22,UntN_TZ_22_00081,ir
UntN TZ 22,UntN_TZ_22_00082,ta-ak-ni
UntN TZ 22,UntN_TZ_22_00083,(d)na-ah-hu-un-te-ir
UntN TZ 22,UntN_TZ_22_00084,ša-ra-ra
UntN TZ 22,UntN_TZ_22_00085,pa-ar
UntN TZ 22,UntN_TZ_22_00086,a-ni
UntN TZ 22,UntN_TZ_22_00087,ku-tu4-un
UntN TZ 23,UntN_TZ_23_00001,u2
UntN TZ 23,UntN_TZ_23_00002,(m)un-taš-dingir-gal
UntN TZ 23,UntN_TZ_23_00003,ša-ak
UntN TZ 23,UntN_TZ_23_00004,(md)hu-um-ban-nu-me-na-gi
UntN TZ 23,UntN_TZ_23_00005,zu-un-ki-ik
UntN TZ 23,UntN_TZ_23_00006,an-za-an
UntN TZ 23,UntN_TZ_23_00007,šu-šu-un
UntN TZ 23,UntN_TZ_23_00008,ha-al-ma-šu-um
UntN TZ 23,UntN_TZ_23_00009,pi-it-te-ka
UntN TZ 23,UntN_TZ_23_00010,a-al
UntN TZ 23,UntN_TZ_23_00011,un-taš-dingir-gal
UntN TZ 23,UntN_TZ_23_00012,a-ak
UntN TZ 23,UntN_TZ_23_00013,si-ia-an-ku-uk
UntN TZ 23,UntN_TZ_23_00014,a-ha-an
UntN TZ 23,UntN_TZ_23_00015,ku-ši-ih
UntN TZ 23,UntN_TZ_23_00016,ku-ku-un-nu-um
UntN TZ 23,UntN_TZ_23_00017,la-an-si-di-ia
UntN TZ 23,UntN_TZ_23_00018,a-ha
UntN TZ 23,UntN_TZ_23_00019,ku-ši-ih
UntN TZ 23,UntN_TZ_23_00020,hu-hu-un
UntN TZ 23,UntN_TZ_23_00021,ki-du-um-ma
UntN TZ 23,UntN_TZ_23_00022,a-ak
UntN TZ 23,UntN_TZ_23_00023,pi-du-um-ma
UntN TZ 23,UntN_TZ_23_00024,in
UntN TZ 23,UntN_TZ_23_00025,ka-ak-pa-ah
UntN TZ 23,UntN_TZ_23_00026,ku-ku-un-nu-um
UntN TZ 23,UntN_TZ_23_00027,zu-un-ki-ip
UntN TZ 23,UntN_TZ_23_00028,u2-ri-pu-pi
UntN TZ 23,UntN_TZ_23_00029,im-me
UntN TZ 23,UntN_TZ_23_00030,ku-ši-ih-ša
UntN TZ 23,UntN_TZ_23_00031,u2
UntN TZ 23,UntN_TZ_23_00032,ku-ši-ih
UntN TZ 23,UntN_TZ_23_00033,dingir-gal
UntN TZ 23,UntN_TZ_23_00034,a-ak
UntN TZ 23,UntN_TZ_23_00035,(d)in-šu-ši-na-ak
UntN TZ 23,UntN_TZ_23_00036,si-ia-an-ku-uk-pa
UntN TZ 23,UntN_TZ_23_00037,du-ni-ih
UntN TZ 23,UntN_TZ_23_00038,hu-ut-tak-ha-li-ik
UntN TZ 23,UntN_TZ_23_00039,u2-me
UntN TZ 23,UntN_TZ_23_00040,li-na-pu-un
UntN TZ 23,UntN_TZ_23_00041,te-la-ak-ni
UntN TZ 23,UntN_TZ_23_00042,tu4-um-pa
UntN TZ 23,UntN_TZ_23_00043,šu-du-ur
UntN TZ 23,UntN_TZ_23_00044,dingir-gal-me
UntN TZ 23,UntN_TZ_23_00045,a-ak
UntN TZ 23,UntN_TZ_23_00046,(d)in-šu-ši-na-ak-me
UntN TZ 23,UntN_TZ_23_00047,a-ha
UntN TZ 23,UntN_TZ_23_00048,ni-im-ma
UntN TZ 23,UntN_TZ_23_00049,ha-al-li
UntN TZ 23,UntN_TZ_23_00050,ap-pa
UntN TZ 23,UntN_TZ_23_00051,ku-ši-ha
UntN TZ 23,UntN_TZ_23_00052,lu-bu-ru-uh
UntN TZ 23,UntN_TZ_23_00053,hi-el
UntN TZ 23,UntN_TZ_23_00054,i
UntN TZ 23,UntN_TZ_23_00055,a-bu-ul-lu
UntN TZ 23,UntN_TZ_23_00056,ša-qu-tu4
UntN TZ 23,UntN_TZ_23_00057,hi-i-še
UntN TZ 23,UntN_TZ_23_00058,ha-al
UntN TZ 23,UntN_TZ_23_00059,ha-ap-ti-iš
UntN TZ 23,UntN_TZ_23_00060,il-ki-ka
UntN TZ 23,UntN_TZ_23_00061,si-ia-an-ku-uk
UntN TZ 23,UntN_TZ_23_00062,zu-uk-ma
UntN TZ 23,UntN_TZ_23_00063,im-me
UntN TZ 23,UntN_TZ_23_00064,lu-pi-en
UntN TZ 23,UntN_TZ_23_00065,zu-lu-ka-ak
UntN TZ 23,UntN_TZ_23_00066,uk-ku-ma
UntN TZ 23,UntN_TZ_23_00067,hu-ma-ka-ak
UntN TZ 23,UntN_TZ_23_00068,lu-pi-en
UntN TZ 24,UntN_TZ_24_00001,u2
UntN TZ 24,UntN_TZ_24_00002,(m)un-taš-dingir-gal
UntN TZ 24,UntN_TZ_24_00003,ša-ak
UntN TZ 24,UntN_TZ_24_00004,(md)hu-um-ban-nu-me-na-gi
UntN TZ 24,UntN_TZ_24_00005,su-un-ki-ik
UntN TZ 24,UntN_TZ_24_00006,an-za-an
UntN TZ 24,UntN_TZ_24_00007,šu-šu-un-ka
UntN TZ 24,UntN_TZ_24_00008,si-ia-an
UntN TZ 24,UntN_TZ_24_00009,li-ik-ri-in
UntN TZ 24,UntN_TZ_24_00010,ku-ši-ih
UntN TZ 24,UntN_TZ_24_00011,(d)in-šu-uš-na-ak
UntN TZ 24,UntN_TZ_24_00012,un
UntN TZ 24,UntN_TZ_24_00013,du-ni-ih
UntN TZ 24,UntN_TZ_24_00014,hu-sa-a
UntN TZ 24,UntN_TZ_24_00015,ša-ar-ra-na
UntN TZ 24,UntN_TZ_24_00016,a-ha-ar
UntN TZ 24,UntN_TZ_24_00017,ka-da-an
UntN TZ 24,UntN_TZ_24_00018,si-ti-i
UntN TZ 24,UntN_TZ_24_00019,a-ha-ar
UntN TZ 24,UntN_TZ_24_00020,zu-uk-ka-an
UntN TZ 24,UntN_TZ_24_00021,hu-pi-e
UntN TZ 24,UntN_TZ_24_00022,a-ha-ar
UntN TZ 24,UntN_TZ_24_00023,hu-ut-ta-an
UntN TZ 25,UntN_TZ_25_00001,u2
UntN TZ 25,UntN_TZ_25_00002,(m)un-taš-dingir-gal
UntN TZ 25,UntN_TZ_25_00003,ša-ak
UntN TZ 25,UntN_TZ_25_00004,(d)hu-ban-um-me-en-na-ki
UntN TZ 25,UntN_TZ_25_00005,su-un-ki-ik
UntN TZ 25,UntN_TZ_25_00006,an-za-an
UntN TZ 25,UntN_TZ_25_00007,šu-šu-un-ka
UntN TZ 25,UntN_TZ_25_00008,a-bu-ul
UntN TZ 25,UntN_TZ_25_00009,ki-nu-ni
UntN TZ 25,UntN_TZ_25_00010,ku-ši-ih
UntN TZ 25,UntN_TZ_25_00011,dingir-gal
UntN TZ 25,UntN_TZ_25_00012,a-gi
UntN TZ 25,UntN_TZ_25_00013,(d)in-šu-uš-na-ak
UntN TZ 25,UntN_TZ_25_00014,si-ia-an-ku-uk-ra
UntN TZ 25,UntN_TZ_25_00015,in
UntN TZ 25,UntN_TZ_25_00016,tu4-ni-ih
UntN TZ 25,UntN_TZ_25_00017,ta-ak-me
UntN TZ 25,UntN_TZ_25_00018,u2-me
UntN TZ 25,UntN_TZ_25_00019,tu4-ur
UntN TZ 25,UntN_TZ_25_00020,hi-ih
UntN TZ 25,UntN_TZ_25_00021,si-it-me
UntN TZ 25,UntN_TZ_25_00022,u2-me
UntN TZ 25,UntN_TZ_25_00023,šu-ul-lu-me-en-ga
UntN TZ 25,UntN_TZ_25_00024,az-ki-it
UntN TZ 25,UntN_TZ_25_00025,hu-šu-ut-ta
UntN TZ 25,UntN_TZ_25_00026,in-gi
UntN TZ 25,UntN_TZ_25_00027,hi-en-ga
UntN TZ 25,UntN_TZ_25_00028,in-di-ig-ga
UntN TZ 25,UntN_TZ_25_00029,a-gi
UntN TZ 25,UntN_TZ_25_00030,ku-ši-ih
UntN TZ 25,UntN_TZ_25_00031,dingir-gal
UntN TZ 25,UntN_TZ_25_00032,a-gi
UntN TZ 25,UntN_TZ_25_00033,(d)in-šu-uš-na-ak
UntN TZ 25,UntN_TZ_25_00034,in
UntN TZ 25,UntN_TZ_25_00035,tu4-ni-ih
UntN TZ 25,UntN_TZ_25_00036,hu-ut-tak-ha-li-ik
UntN TZ 25,UntN_TZ_25_00037,u2-me
UntN TZ 25,UntN_TZ_25_00038,dingir-gal
UntN TZ 25,UntN_TZ_25_00039,a-gi
UntN TZ 25,UntN_TZ_25_00040,(d)in-šu-uš-na-ak
UntN TZ 25,UntN_TZ_25_00041,il-li-na
